iter	MAE	RMSE
998	4.733640773	6.273299065
999	4.73318616	6.272863524
1000	4.732568733	6.272126804
1001	4.731833024	6.271347012
1002	4.731427034	6.270956308
1003	4.730667013	6.270120332
1004	4.730228625	6.269635968
1005	4.72995864	6.269298644
1006	4.729335537	6.268521265
1007	4.728737827	6.267972913
1008	4.728318387	6.267445454
1009	4.727707369	6.266750482
1010	4.72733241	6.266356486
1011	4.726361792	6.265286141
1012	4.726112469	6.264971444
1013	4.725610678	6.264488164
1014	4.724879087	6.263712488
1015	4.724163914	6.262935906
1016	4.723888924	6.262599065
1017	4.723555104	6.262282535
1018	4.72311875	6.261758484
1019	4.722428945	6.260975043
1020	4.721484985	6.259877061
1021	4.721012709	6.259363349
1022	4.720377524	6.258774018
1023	4.719789802	6.258223398
1024	4.719375824	6.257762566
1025	4.718579305	6.256783138
1026	4.71803647	6.256021253
1027	4.717610968	6.255661564
1028	4.717077904	6.255146422
1029	4.716368826	6.254289438
1030	4.716187184	6.254018766
1031	4.715577624	6.253436273
1032	4.714981004	6.252689381
1033	4.714384277	6.252018541
1034	4.713736899	6.251363012
1035	4.713317625	6.25085979
1036	4.712550111	6.250096504
1037	4.712063936	6.249627496
1038	4.711670372	6.249166039
1039	4.711359104	6.248720833
1040	4.710943685	6.248276444
1041	4.7101805	6.247331306
1042	4.709759126	6.24681579
1043	4.709141373	6.246143805
1044	4.708732183	6.245669638
1045	4.70832927	6.245168965
1046	4.707843048	6.244655386
1047	4.706987171	6.243688572
1048	4.706737659	6.243316997
1049	4.706412266	6.242960051
1050	4.705732586	6.242167026
1051	4.705339132	6.24173781
1052	4.704756255	6.241012709
1053	4.704117213	6.24029346
1054	4.703547511	6.239589236
1055	4.702933622	6.238893861
1056	4.702171913	6.237962051
1057	4.701797729	6.23749992
1058	4.701403909	6.237015338
1059	4.701082192	6.236710822
1060	4.700559617	6.236069248
1061	4.699924402	6.235358792
1062	4.69939633	6.234752191
1063	4.698924775	6.234275999
1064	4.698561118	6.233866142
1065	4.697745997	6.23293636
1066	4.697334784	6.232490395
1067	4.696846997	6.23200905
1068	4.695926134	6.231046803
1069	4.695497877	6.230562185
1070	4.694882431	6.229876125
1071	4.69404017	6.228886053
1072	4.693620668	6.228368523
1073	4.693178753	6.227879097
1074	4.69260583	6.227209003
1075	4.692083372	6.226597202
1076	4.691838216	6.22624311
1077	4.691106246	6.225530584
1078	4.690537714	6.22482763
1079	4.690112508	6.224435855
1080	4.689735614	6.224001165
1081	4.689414912	6.22360939
1082	4.689175979	6.223263867
1083	4.688459927	6.222571168
1084	4.687905322	6.221928643
1085	4.687352644	6.221244569
1086	4.687139059	6.220995195
1087	4.686657484	6.22049286
1088	4.686071808	6.219853374
1089	4.685852218	6.219487493
1090	4.685301634	6.218976304
1091	4.684653047	6.218232874
1092	4.684075081	6.217390148
1093	4.683409959	6.216610894
1094	4.683025195	6.216141757
1095	4.682289899	6.215391213
1096	4.681508144	6.214516091
1097	4.680808895	6.213836105
1098	4.680472699	6.213495191
1099	4.679858245	6.212690122
1100	4.679607175	6.212335839
1101	4.679048716	6.21153041
1102	4.678605676	6.210935804
1103	4.678087124	6.210282674
1104	4.67753331	6.20951465
1105	4.677155267	6.209056861
1106	4.676530927	6.20840139
1107	4.676137636	6.208030575
1108	4.675803418	6.207660288
1109	4.675267467	6.206900844
1110	4.674841841	6.206452971
1111	4.674416092	6.205895364
1112	4.673964931	6.205466339
1113	4.673321131	6.204791903
1114	4.672976701	6.204149553
1115	4.672491305	6.203501424
1116	4.671945542	6.202906301
1117	4.671250081	6.202207963
1118	4.670994113	6.201913706
1119	4.670667033	6.201524288
1120	4.670108439	6.200841803
1121	4.66957681	6.200232401
1122	4.6688445	6.199471628
1123	4.668312545	6.198796188
1124	4.667855086	6.198327834
1125	4.667247962	6.197715496
1126	4.66680166	6.197263457
1127	4.666396604	6.196879284
1128	4.665935957	6.196296353
1129	4.665583817	6.195887251
1130	4.665178239	6.195487049
1131	4.665010993	6.195237646
1132	4.664734033	6.194906013
1133	4.664375282	6.194525742
1134	4.66404113	6.194153751
1135	4.663761526	6.193882957
1136	4.663197173	6.193350769
1137	4.662670928	6.192855008
1138	4.662059823	6.192142096
1139	4.661619013	6.191641977
1140	4.661021151	6.191006154
1141	4.660800815	6.190683422
1142	4.660220022	6.190071109
1143	4.659600094	6.1894262
1144	4.659442986	6.189190186
1145	4.658922606	6.188695482
1146	4.658554468	6.188316093
1147	4.657987997	6.187674045
1148	4.657586282	6.187224176
1149	4.657246089	6.186590819
1150	4.657031974	6.186277331
1151	4.656646271	6.185886811
1152	4.656269932	6.185474535
1153	4.655675156	6.184810015
1154	4.655109527	6.184191137
1155	4.654441543	6.183371307
1156	4.654010925	6.182894068
1157	4.653297486	6.182166759
1158	4.652916036	6.181696481
1159	4.652409257	6.181217419
1160	4.651824583	6.18052752
1161	4.651290108	6.18001424
1162	4.650875106	6.179624841
1163	4.650530639	6.178925081
1164	4.649870309	6.178109717
1165	4.649657833	6.177805239
1166	4.6492047	6.177322809
1167	4.648808303	6.176941802
1168	4.648366157	6.17648529
1169	4.647766788	6.175866089
1170	4.647170876	6.175245316
1171	4.646809442	6.174867252
1172	4.646249106	6.174199085
1173	4.645701562	6.173582008
1174	4.645358046	6.173168461
1175	4.645024576	6.172732237
1176	4.644820355	6.172435167
1177	4.644424927	6.171924175
1178	4.643984105	6.171444894
1179	4.643577517	6.171064245
1180	4.64298387	6.17032189
1181	4.642317431	6.169660314
1182	4.641635145	6.168967324
1183	4.641051283	6.16836785
1184	4.640766045	6.168006729
1185	4.640409048	6.16766212
1186	4.640111108	6.16737092
1187	4.63948513	6.166600479
1188	4.63883558	6.165922738
1189	4.638502832	6.165573702
1190	4.638159941	6.165233635
1191	4.637893531	6.164974853
1192	4.637343017	6.164325812
1193	4.636918828	6.163879126
1194	4.636579006	6.163540898
1195	4.636032609	6.163042499
1196	4.635887845	6.162829034
1197	4.635373512	6.162186598
1198	4.634750328	6.16143051
1199	4.634273944	6.160965625
1200	4.63377344	6.160452258
1201	4.633196042	6.15981044
1202	4.632810819	6.159455818
1203	4.632400489	6.159032328
1204	4.632164602	6.15877614
1205	4.631858461	6.158410187
1206	4.631543814	6.158054664
1207	4.631349872	6.157775556
1208	4.630939765	6.157396334
1209	4.630678884	6.157144208
1210	4.630234085	6.15663992
1211	4.629925688	6.156275993
1212	4.629562217	6.155825515
1213	4.629259258	6.155447031
1214	4.628670191	6.154790537
1215	4.628479273	6.154517545
1216	4.627916964	6.153895922
1217	4.627635653	6.153528933
1218	4.627245082	6.153199109
1219	4.626991438	6.152953967
1220	4.626598894	6.152521996
1221	4.626198928	6.15200112
1222	4.62588382	6.151650942
1223	4.625490987	6.151218557
1224	4.625015214	6.150772178
1225	4.624445766	6.150021223
1226	4.624031166	6.149575089
1227	4.623452632	6.148976204
1228	4.623130144	6.148617461
1229	4.622459213	6.147989141
1230	4.622141261	6.147661097
1231	4.621746633	6.147253006
1232	4.621213616	6.146754679
1233	4.620927343	6.146443283
1234	4.62063528	6.146097891
1235	4.620338663	6.145749051
1236	4.619688365	6.145143023
1237	4.619386433	6.144724395
1238	4.618873053	6.144151778
1239	4.618334104	6.143520125
1240	4.617768474	6.142889977
1241	4.617585322	6.142622736
1242	4.617053449	6.142013549
1243	4.616764571	6.141691816
1244	4.616292474	6.141214535
1245	4.615885801	6.140827676
1246	4.615330542	6.140134812
1247	4.61514833	6.139874524
1248	4.61460504	6.139197614
1249	4.614260678	6.138816411
1250	4.613812601	6.138255157
1251	4.613492553	6.137944281
1252	4.61316662	6.137542369
1253	4.612875701	6.137159179
1254	4.612576601	6.136827499
1255	4.61217465	6.136299014
1256	4.611620818	6.135688481
1257	4.611300239	6.135272391
1258	4.610771468	6.134617327
1259	4.610227365	6.134063346
1260	4.609858335	6.133750053
1261	4.609532182	6.133404259
1262	4.609018014	6.132777616
1263	4.608392774	6.132197809
1264	4.608111368	6.131826467
1265	4.607689013	6.131270541
1266	4.607346299	6.130851748
1267	4.607202167	6.130659886
1268	4.606758005	6.130194587
1269	4.606390582	6.129853287
1270	4.605994878	6.129457625
1271	4.605555603	6.129053014
1272	4.605039861	6.12845162
1273	4.60435979	6.127692428
1274	4.604027674	6.127324716
1275	4.603833954	6.126994132
1276	4.603501874	6.126589289
1277	4.603186733	6.126245838
1278	4.602677864	6.125666341
1279	4.602154692	6.125120288
1280	4.601778726	6.124775191
1281	4.601498557	6.124450206
1282	4.601049064	6.123999324
1283	4.600518441	6.123412826
1284	4.600149499	6.123106446
1285	4.59964054	6.122480581
1286	4.599323952	6.122150986
1287	4.598917682	6.121625661
1288	4.598428732	6.120970147
1289	4.598030415	6.120458541
1290	4.597677951	6.120056918
1291	4.597377373	6.11971303
1292	4.597074892	6.119310902
1293	4.596805185	6.119029313
1294	4.596640438	6.118783017
1295	4.596241506	6.118368101
1296	4.595956681	6.117976523
1297	4.595358136	6.11742664
1298	4.595046292	6.117040367
1299	4.594689433	6.116663174
1300	4.594282948	6.116177385
1301	4.59369771	6.115641225
1302	4.5935277	6.115402878
1303	4.593179886	6.115006059
1304	4.592712042	6.114369981
1305	4.592373439	6.113984057
1306	4.591940234	6.113552808
1307	4.591425344	6.112986638
1308	4.591013346	6.112373496
1309	4.590557143	6.111757271
1310	4.590220724	6.111436053
1311	4.589801814	6.110912085
1312	4.589344645	6.110342418
1313	4.588995258	6.110019607
1314	4.588426542	6.109500226
1315	4.588116682	6.109183482
1316	4.587819258	6.108793413
1317	4.587489917	6.108418088
1318	4.587002575	6.10786554
1319	4.586516214	6.107276417
1320	4.586020516	6.106614312
1321	4.585548998	6.106044645
1322	4.585382987	6.105812671
1323	4.585001341	6.105451151
1324	4.58439211	6.104951528
1325	4.584014339	6.10457247
1326	4.583368236	6.103820744
1327	4.583170492	6.103608861
1328	4.582507911	6.102787216
1329	4.582038859	6.102160424
1330	4.581605824	6.101647095
1331	4.58112571	6.101007648
1332	4.580805433	6.100673207
1333	4.580490424	6.100314769
1334	4.580013592	6.099767979
1335	4.579637498	6.099402449
1336	4.579475464	6.099176199
1337	4.578934918	6.098532978
1338	4.578572757	6.098057567
1339	4.578214539	6.097278706
1340	4.577861795	6.09695583
1341	4.57745735	6.096428505
1342	4.577091059	6.096006117
1343	4.576401198	6.095164008
1344	4.576113617	6.094786888
1345	4.575713347	6.094370863
1346	4.57524948	6.093844415
1347	4.574907249	6.093563444
1348	4.574481722	6.093061215
1349	4.573986263	6.092518141
1350	4.573697479	6.092151279
1351	4.573160037	6.091665009
1352	4.572900953	6.091418903
1353	4.572581441	6.091034382
1354	4.572241947	6.090677409
1355	4.571718059	6.090204951
1356	4.571170465	6.089604591
1357	4.570718355	6.089056007
1358	4.570300905	6.088536378
1359	4.569933125	6.088072156
1360	4.569330439	6.087429573
1361	4.568866285	6.086953919
1362	4.568471986	6.086551408
1363	4.567903973	6.085964461
1364	4.567512671	6.085375682
1365	4.567370336	6.08520909
1366	4.5670057	6.084759903
1367	4.566626851	6.084316652
1368	4.566322502	6.083970752
1369	4.565989183	6.083698156
1370	4.565501029	6.083220607
1371	4.565204497	6.082884046
1372	4.564740009	6.082360668
1373	4.564343011	6.08190062
1374	4.564232495	6.081750281
1375	4.563777961	6.081240586
1376	4.562827549	6.080409149
1377	4.562421749	6.079931046
1378	4.561495163	6.079120809
1379	4.560599074	6.078325273
1380	4.560119588	6.07784436
1381	4.559667806	6.077339512
1382	4.559267704	6.076861852
1383	4.558648852	6.076181955
1384	4.558270026	6.075608003
1385	4.557907767	6.075264777
1386	4.557536926	6.074771778
1387	4.557064197	6.074255737
1388	4.556596124	6.073788578
1389	4.556092401	6.073276864
1390	4.555542294	6.072591167
1391	4.555173478	6.072160449
1392	4.55488969	6.071839079
1393	4.554520638	6.071280179
1394	4.553981634	6.070611573
1395	4.553844751	6.070451165
1396	4.553698714	6.070231634
1397	4.553584771	6.07007728
1398	4.55311895	6.06964789
1399	4.55257506	6.069087902
1400	4.552088366	6.068654261
1401	4.55181954	6.068304254
1402	4.551384489	6.067731332
1403	4.551036208	6.066980699
1404	4.550545527	6.066484803
1405	4.550187037	6.065941943
1406	4.549316119	6.065183841
1407	4.548897918	6.064627312
1408	4.548617339	6.064306125
1409	4.547824352	6.063650835
1410	4.547400875	6.063191633
1411	4.546878194	6.062546089
1412	4.546527432	6.062213231
1413	4.54618493	6.061877619
1414	4.545669969	6.061444365
1415	4.54527943	6.061064519
1416	4.545130242	6.060914334
1417	4.544782276	6.060384956
1418	4.54449615	6.060073814
1419	4.544069485	6.059552503
1420	4.54369002	6.059107213
1421	4.543469291	6.058885287
1422	4.542965419	6.058334275
1423	4.542670494	6.057977933
1424	4.542424057	6.057698567
1425	4.54160271	6.056972094
1426	4.541156005	6.056528824
1427	4.540827334	6.056249028
1428	4.540446383	6.055880227
1429	4.540067682	6.055429969
1430	4.539618787	6.05494367
1431	4.539208852	6.054426202
1432	4.539064787	6.054215518
1433	4.538625226	6.053813403
1434	4.538295663	6.053452719
1435	4.538054999	6.053191206
1436	4.537548578	6.05278688
1437	4.537130374	6.052085058
1438	4.536657256	6.05147399
1439	4.536319441	6.051153269
1440	4.535911548	6.050738173
1441	4.535491556	6.050318735
1442	4.535362834	6.050168068
1443	4.534844278	6.049630403
1444	4.534348058	6.049048017
1445	4.534137078	6.04873381
1446	4.533903668	6.048479985
1447	4.533412532	6.04797512
1448	4.533122546	6.047706156
1449	4.532820001	6.047382303
1450	4.532466305	6.047045932
1451	4.532135023	6.046618267
1452	4.53202815	6.046471651
1453	4.531631383	6.046110938
1454	4.531294985	6.045382071
1455	4.530781455	6.044766991
1456	4.530429481	6.044293522
1457	4.529641938	6.043610394
1458	4.529299141	6.043149398
1459	4.528974844	6.042649609
1460	4.528696062	6.042302255
1461	4.528294322	6.041835516
1462	4.527953545	6.041513137
1463	4.527457325	6.040904286
1464	4.526917129	6.040285324
1465	4.52615709	6.039615623
1466	4.526052548	6.039472888
1467	4.525611123	6.039069318
1468	4.525278157	6.038755731
1469	4.524792625	6.038163215
1470	4.524467559	6.037855534
1471	4.524148409	6.0375077
1472	4.52383039	6.037208091
1473	4.52351928	6.036869371
1474	4.523399257	6.036728589
1475	4.522969909	6.036336838
1476	4.522780038	6.036131423
1477	4.522642824	6.035973934
1478	4.52226665	6.035486274
1479	4.521859371	6.034930592
1480	4.521438969	6.034513693
1481	4.520884034	6.033913102
1482	4.52044943	6.033126908
1483	4.519709488	6.032486646
1484	4.519235443	6.03191029
1485	4.518954192	6.031537527
1486	4.518576472	6.031197701
1487	4.518192114	6.030544249
1488	4.517777655	6.030166618
1489	4.517582715	6.029955338
1490	4.517108696	6.029441441
1491	4.516632446	6.028937591
1492	4.515919962	6.028310792
1493	4.51568333	6.028042855
1494	4.515521735	6.027794027
1495	4.515058033	6.027233526
1496	4.514789911	6.026899358
1497	4.514326931	6.026409713
1498	4.51390858	6.025969272
1499	4.513629215	6.025526065
1500	4.513493299	6.02539021
1501	4.513110961	6.024953468
1502	4.512726438	6.024492613
1503	4.51228778	6.024106527
1504	4.511737981	6.023515016
1505	4.511343944	6.023038305
1506	4.510813894	6.022468505
1507	4.51044665	6.02213981
1508	4.510245472	6.021943547
1509	4.509682088	6.021444471
1510	4.509400984	6.021098203
1511	4.509199683	6.02079773
1512	4.508662559	6.020190242
1513	4.508334286	6.019838335
1514	4.507935149	6.019442494
1515	4.50770586	6.019182588
1516	4.507213731	6.018595441
1517	4.50668695	6.018031673
1518	4.506251152	6.017544856
1519	4.5059738	6.017257363
1520	4.505615433	6.016938571
1521	4.505242361	6.01651345
1522	4.504841116	6.016155573
1523	4.504392329	6.015614274
1524	4.504026111	6.015178975
1525	4.50379748	6.014871332
1526	4.503439983	6.014458397
1527	4.503249201	6.014272074
1528	4.502870704	6.013828417
1529	4.502518824	6.013423558
1530	4.502121107	6.012905518
1531	4.501617648	6.012368083
1532	4.501230435	6.012016611
1533	4.500689572	6.011537707
1534	4.500387382	6.011176997
1535	4.500100694	6.010916407
1536	4.499757633	6.010558623
1537	4.499246068	6.009979585
1538	4.499078495	6.009797104
1539	4.498659094	6.009364571
1540	4.498365444	6.009015221
1541	4.49802633	6.008617977
1542	4.49749946	6.008152325
1543	4.497067063	6.007631609
1544	4.496617562	6.00715278
1545	4.496358025	6.006855452
1546	4.496259027	6.006721136
1547	4.495820502	6.006259905
1548	4.495462975	6.00583374
1549	4.495133501	6.005450172
1550	4.494911269	6.005198003
1551	4.49456104	6.004791633
1552	4.49428314	6.004539557
1553	4.493855389	6.004090959
1554	4.493576975	6.003800636
1555	4.493082327	6.003231616
1556	4.492699371	6.002758269
1557	4.492571898	6.002631428
1558	4.49231113	6.002284778
1559	4.49200868	6.001899717
1560	4.491250234	6.001290515
1561	4.490880775	6.00095612
1562	4.490701622	6.000762493
1563	4.4904166	6.00047867
1564	4.490200773	6.000233584
1565	4.489779715	5.999728379
1566	4.489367531	5.999269051
1567	4.48897228	5.998927109
1568	4.488558941	5.998467913
1569	4.488073546	5.997952742
1570	4.487730762	5.997537565
1571	4.487233764	5.997100553
1572	4.486734965	5.996591534
1573	4.486251316	5.996023863
1574	4.485845588	5.995623745
1575	4.485723197	5.995502074
1576	4.485420423	5.995204041
1577	4.485050233	5.994839633
1578	4.48473853	5.994506147
1579	4.484329346	5.99401771
1580	4.483871088	5.993526537
1581	4.483588826	5.993192025
1582	4.483239165	5.992785396
1583	4.482946287	5.992180102
1584	4.482643505	5.991632276
1585	4.482341536	5.991266238
1586	4.481959795	5.990849943
1587	4.48131582	5.990290393
1588	4.480840936	5.989807368
1589	4.480560218	5.989503306
1590	4.480147408	5.989052098
1591	4.479904725	5.988752418
1592	4.479642345	5.988515949
1593	4.479558292	5.988416274
1594	4.479296628	5.988128606
1595	4.479024056	5.987808215
1596	4.478536824	5.987379471
1597	4.478281471	5.98706811
1598	4.477830038	5.986536199
1599	4.477443412	5.986179411
1600	4.477108651	5.985787849
1601	4.476991561	5.985671512
1602	4.476814818	5.985468152
1603	4.476376881	5.985045485
1604	4.475998656	5.984698038
1605	4.475616324	5.9842938
1606	4.475222843	5.983568087
1607	4.474954995	5.983309048
1608	4.474802057	5.983133934
1609	4.474374275	5.982707849
1610	4.473878198	5.982255212
1611	4.47349538	5.981774445
1612	4.473080561	5.981377266
1613	4.472780073	5.981046577
1614	4.47232605	5.9805021
1615	4.4719449	5.979802091
1616	4.47167524	5.979509383
1617	4.471298989	5.979183357
1618	4.471026733	5.978912657
1619	4.470639905	5.97850705
1620	4.470312198	5.978126618
1621	4.469827629	5.977587668
1622	4.469501133	5.977251653
1623	4.469247545	5.977005296
1624	4.468909287	5.976706827
1625	4.468507444	5.976337318
1626	4.468209273	5.975976044
1627	4.46785888	5.97551884
1628	4.467676769	5.975315985
1629	4.467231995	5.974814532
1630	4.466937457	5.974494939
1631	4.466542798	5.974053485
1632	4.466449923	5.973926348
1633	4.466079567	5.97349372
1634	4.465892146	5.973217411
1635	4.46569136	5.97302486
1636	4.465323029	5.972540997
1637	4.464996636	5.972251883
1638	4.464612829	5.971755636
1639	4.464435994	5.971558396
1640	4.464048104	5.971190728
1641	4.46393613	5.971079718
1642	4.463453857	5.970532834
1643	4.4629768	5.970097567
1644	4.462610732	5.969638969
1645	4.462376581	5.969417094
1646	4.46211727	5.969072666
1647	4.46173183	5.968642759
1648	4.461410584	5.968361967
1649	4.460998055	5.967874621
1650	4.460877375	5.967689238
1651	4.460765133	5.967566893
1652	4.460475465	5.967206451
1653	4.460079292	5.966738683
1654	4.459726172	5.966391017
1655	4.459547789	5.966124336
1656	4.45900367	5.965446491
1657	4.458767398	5.965204576
1658	4.458449498	5.964783997
1659	4.45802001	5.96436283
1660	4.457451618	5.963856046
1661	4.456898766	5.963357812
1662	4.456580316	5.962991447
1663	4.456266134	5.962589114
1664	4.455945851	5.962202411
1665	4.455556513	5.961833657
1666	4.45526163	5.961532558
1667	4.454883973	5.961113485
1668	4.454533632	5.960794058
1669	4.454021174	5.960182036
1670	4.453591569	5.959805783
1671	4.453306684	5.959463181
1672	4.453103153	5.959248004
1673	4.45299398	5.959129077
1674	4.452668518	5.958750929
1675	4.452349178	5.958381795
1676	4.451975466	5.958027999
1677	4.451664127	5.957757538
1678	4.451578059	5.957638319
1679	4.451301606	5.957322939
1680	4.450889291	5.956917518
1681	4.450527462	5.956566788
1682	4.450217435	5.956208019
1683	4.449771943	5.955703709
1684	4.449406127	5.955299739
1685	4.449028627	5.954850835
1686	4.448638943	5.954468316
1687	4.448374913	5.954181516
1688	4.448268469	5.954076165
1689	4.448103972	5.953891955
1690	4.447640518	5.953381418
1691	4.447296871	5.952809922
1692	4.447015079	5.95245559
1693	4.446690932	5.95212931
1694	4.446231253	5.951629399
1695	4.445995937	5.951418839
1696	4.445771754	5.951189488
1697	4.445509867	5.950990626
1698	4.445219831	5.950331188
1699	4.444962523	5.949850768
1700	4.444536483	5.949480396
1701	4.444102877	5.948992814
1702	4.443761743	5.948667778
1703	4.443406073	5.948292219
1704	4.443010555	5.94790482
1705	4.442818335	5.947701912
1706	4.442673804	5.947546202
1707	4.442519651	5.94737311
1708	4.442317253	5.947141853
1709	4.442144496	5.946884658
1710	4.441764488	5.946518801
1711	4.44140731	5.946128379
1712	4.440831734	5.945515931
1713	4.440545476	5.945196115
1714	4.439984353	5.944600174
1715	4.439617677	5.944159566
1716	4.439262422	5.943727836
1717	4.439035481	5.943448535
1718	4.438630776	5.9430238
1719	4.438547682	5.942908031
1720	4.438294088	5.942716835
1721	4.437855708	5.942238254
1722	4.437511186	5.941875599
1723	4.437296922	5.941661827
1724	4.437046211	5.941194484
1725	4.436587979	5.940729095
1726	4.436486926	5.940629458
1727	4.435915352	5.940129056
1728	4.435614296	5.939842602
1729	4.435302718	5.939437213
1730	4.435068222	5.939208855
1731	4.434689244	5.938709822
1732	4.434380774	5.938364985
1733	4.434188435	5.938107943
1734	4.434053538	5.937881087
1735	4.433913654	5.937722377
1736	4.43370457	5.937525537
1737	4.433522575	5.937332276
1738	4.43327044	5.937091914
1739	4.432974566	5.936735733
1740	4.432672102	5.936350616
1741	4.432501413	5.936101756
1742	4.43222227	5.935466419
1743	4.432004457	5.935199977
1744	4.431621792	5.934825617
1745	4.431332952	5.934478646
1746	4.430954159	5.93404313
1747	4.430659971	5.933786784
1748	4.430558067	5.933675965
1749	4.430351013	5.933470131
1750	4.430105519	5.933286249
1751	4.42980373	5.932867598
1752	4.429503853	5.932535523
1753	4.429128818	5.932114669
1754	4.428943381	5.931870616
1755	4.428535613	5.931416247
1756	4.428295733	5.931237195
1757	4.427999498	5.930958062
1758	4.427727185	5.930340713
1759	4.427297596	5.929878817
1760	4.427002842	5.929506068
1761	4.42684718	5.929335084
1762	4.426487512	5.928913363
1763	4.426280929	5.928662336
1764	4.426022935	5.928366507
1765	4.425708453	5.928060837
1766	4.425334324	5.927676552
1767	4.425050422	5.927305985
1768	4.424671371	5.926859006
1769	4.424346182	5.926516055
1770	4.423928655	5.926068344
1771	4.423648032	5.925767687
1772	4.423306548	5.925436227
1773	4.423131246	5.925249334
1774	4.422964458	5.925007342
1775	4.422631171	5.924653781
1776	4.422398246	5.924480756
1777	4.422107714	5.924077594
1778	4.421820427	5.92377109
1779	4.421583494	5.923540654
1780	4.421319136	5.923230765
1781	4.421066406	5.922957725
1782	4.420777558	5.92270976
1783	4.420369472	5.922264798
1784	4.420016644	5.921848396
1785	4.419766104	5.921593215
1786	4.419238151	5.921032997
1787	4.41897386	5.920776739
1788	4.418530519	5.920273232
1789	4.418177082	5.919863035
1790	4.417966388	5.919613864
1791	4.417704875	5.919338734
1792	4.417406118	5.91874097
1793	4.417169858	5.918561928
1794	4.416966591	5.918301148
1795	4.416603885	5.917877804
1796	4.416120007	5.917441552
1797	4.415834564	5.917128591
1798	4.415630993	5.916884293
1799	4.415179173	5.916432277
1800	4.414939599	5.915983751
1801	4.414773504	5.91580571
1802	4.414576326	5.915568469
1803	4.414290085	5.915230034
1804	4.414003139	5.914861096
1805	4.413810891	5.914641233
1806	4.413477504	5.914312247
1807	4.413315894	5.914138627
1808	4.413036995	5.913897689
1809	4.412716619	5.913562369
1810	4.412330893	5.913134931
1811	4.41206672	5.912536231
1812	4.41195324	5.912410866
1813	4.411776495	5.912234594
1814	4.411491862	5.911649159
1815	4.411172811	5.911316749
1816	4.410652297	5.91077494
1817	4.410300301	5.910460569
1818	4.410068976	5.910290149
1819	4.40974626	5.909926487
1820	4.409584916	5.909693326
1821	4.409251848	5.909306606
1822	4.408973949	5.909010773
1823	4.408700808	5.908716518
1824	4.408607331	5.908611742
1825	4.408369034	5.908387335
1826	4.408102195	5.908071248
1827	4.407845149	5.907835236
1828	4.407675371	5.90763654
1829	4.407240902	5.907205416
1830	4.407044381	5.907011246
1831	4.406720729	5.906691363
1832	4.406406664	5.906370899
1833	4.406182014	5.906201646
1834	4.405982524	5.90596786
1835	4.405721242	5.905693923
1836	4.405365199	5.905349192
1837	4.405088662	5.905004237
1838	4.404664945	5.904560007
1839	4.404573324	5.904457478
1840	4.404249609	5.904081842
1841	4.403912888	5.903741301
1842	4.403630791	5.903349554
1843	4.403332678	5.903033287
1844	4.402815327	5.902582657
1845	4.402438842	5.90219113
1846	4.402049192	5.901702476
1847	4.401884455	5.90148645
1848	4.40165238	5.901269231
1849	4.401422016	5.901000464
1850	4.401237789	5.900785463
1851	4.400758759	5.900275113
1852	4.400524943	5.899839103
1853	4.400222045	5.899491858
1854	4.40000043	5.899329492
1855	4.399803334	5.899144187
1856	4.399575806	5.89872036
1857	4.399358349	5.898435518
1858	4.399042251	5.898070213
1859	4.398793306	5.897841966
1860	4.398382505	5.897416978
1861	4.398039791	5.897012144
1862	4.397870805	5.896844539
1863	4.397710427	5.896628805
1864	4.39745114	5.89632362
1865	4.397185904	5.896039742
1866	4.396964813	5.89582875
1867	4.396678014	5.895263439
1868	4.396417862	5.894986922
1869	4.396013521	5.894569508
1870	4.395674998	5.894121962
1871	4.395515481	5.893913405
1872	4.395230241	5.893587268
1873	4.39488232	5.893185882
1874	4.394596918	5.892886742
1875	4.394490068	5.892719228
1876	4.394211009	5.892445056
1877	4.393957823	5.891870464
1878	4.39377141	5.891661779
1879	4.393536594	5.891408633
1880	4.393157901	5.891006248
1881	4.392896619	5.890692039
1882	4.392713213	5.8904822
1883	4.392470315	5.890260017
1884	4.392201657	5.889926687
1885	4.391946777	5.889679992
1886	4.39171459	5.889439633
1887	4.391393739	5.889058735
1888	4.390905186	5.888518685
1889	4.39040587	5.887993806
1890	4.390152626	5.887777222
1891	4.389706946	5.887376822
1892	4.38944619	5.887071596
1893	4.38922244	5.886837025
1894	4.389044758	5.886633361
1895	4.388957192	5.886535641
1896	4.388742934	5.886375494
1897	4.38846798	5.885820016
1898	4.388220743	5.885260914
1899	4.387770589	5.884664498
1900	4.387567271	5.884462314
1901	4.387371832	5.884265489
1902	4.387185435	5.884047172
1903	4.386879548	5.883746569
1904	4.386738762	5.883547464
1905	4.386373085	5.883161711
1906	4.386145807	5.882927917
1907	4.385661324	5.882428099
1908	4.385288206	5.881962698
1909	4.384928082	5.881591725
1910	4.3846239	5.881290673
1911	4.384396193	5.881065819
1912	4.384097095	5.880814535
1913	4.383982874	5.880641046
1914	4.38353807	5.880142989
1915	4.383323171	5.879734721
1916	4.383114298	5.879337091
1917	4.382964137	5.879177445
1918	4.382704845	5.878908898
1919	4.382380954	5.87853243
1920	4.381854821	5.878079747
1921	4.381653549	5.877934192
1922	4.381481038	5.8777361
1923	4.381302165	5.877536737
1924	4.380797623	5.877102674
1925	4.380714104	5.877008902
1926	4.380466628	5.876797781
1927	4.380167065	5.876455606
1928	4.379815798	5.876060865
1929	4.379528597	5.875737485
