iter	Passed	Remaining
354	664325	92902617
355	666542	92949031
356	668570	92968766
357	670706	93003342
358	672798	93031767
359	674895	93060628
360	677237	93123033
361	679372	93156544
362	681571	93198821
363	683659	93225578
364	685673	93242139
365	687693	93259462
366	689861	93296770
367	691951	93323150
368	694134	93362097
369	696007	93359042
370	698001	93372324
371	699705	93346754
372	701839	93378557
373	703990	93412389
374	706238	93458888
375	708465	93502341
376	710668	93542438
377	712714	93561726
378	714608	93560892
379	716583	93570684
380	718557	93580351
381	720562	93593877
382	722456	93593038
383	724561	93619409
384	726634	93641530
385	728887	93686611
386	730814	93689649
387	732873	93709575
388	735010	93739355
389	737016	93752332
390	739041	93767546
391	741255	93806646
392	743314	93825990
393	745222	93826170
394	747325	93850895
395	749175	93843722
396	751171	93854832
397	752896	93832091
398	755010	93857845
399	756914	93857390
400	759172	93900691
401	761335	93932142
402	763423	93954124
403	765602	93987233
404	767413	93975011
405	769540	94001477
406	771478	94004756
407	773345	93999407
408	775572	94037671
409	777649	94057628
410	779619	94064586
411	781613	94074398
412	783785	94105515
413	785724	94108507
414	787851	94133970
415	789853	94144453
416	791898	94159931
417	793992	94181205
418	795969	94188465
419	798130	94217351
420	800210	94236700
421	802216	94247183
422	804237	94259304
423	806061	94248338
424	808016	94252709
425	810352	94301403
426	812387	94314970
427	814294	94313611
428	816474	94343737
429	818575	94364598
430	820829	94402957
431	822945	94425323
432	825033	94444456
433	826959	94444821
434	829016	94460249
435	831272	94498170
436	833573	94541002
437	835446	94535118
438	837625	94563950
439	839594	94568872
440	841716	94590998
441	843857	94615146
442	846023	94642000
443	847848	94630549
444	849878	94642142
445	852017	94665606
446	854213	94695395
447	856350	94718498
448	858640	94758287
449	860784	94781887
450	862789	94790199
451	864834	94802685
452	867160	94845926
453	869330	94871881
454	871122	94856581
455	873214	94874004
456	875370	94898256
457	877300	94897872
458	879478	94924307
459	881440	94927337
460	883366	94926493
461	885539	94952053
462	887581	94963516
463	889401	94951325
464	891405	94958654
465	893486	94974111
466	895545	94987295
467	897517	94991154
468	899298	94974772
469	901327	94984552
470	903270	94985364
471	905436	95009402
472	907488	95021539
473	909367	95015510
474	911697	95056417
475	913779	95071449
476	915794	95079412
477	917920	95098842
478	919868	95099834
479	922204	95140787
480	924478	95175197
481	926560	95189715
482	928772	95217417
483	930859	95232355
484	933105	95263343
485	935038	95262329
486	937076	95271963
487	939322	95302701
488	941504	95326893
489	943555	95337642
490	945401	95327653
491	947639	95357179
492	949551	95353844
493	951658	95370011
494	953765	95386180
495	955636	95378700
496	957868	95407128
497	959853	95411005
498	961806	95411580
499	964236	95459387
500	966394	95480194
501	968726	95517952
502	970762	95526513
503	973150	95569513
504	975334	95592425
505	977536	95616936
506	979631	95630955
507	981632	95635772
508	983598	95637055
509	985715	95653095
510	987958	95681166
511	990173	95706452
512	992363	95729192
513	994440	95740988
514	996524	95753384
515	998465	95752084
516	1000761	95784686
517	1002901	95802222
518	1004815	95798218
519	1007247	95843483
520	1008903	95814893
521	1011017	95829695
522	1012980	95830289
523	1015246	95859455
524	1017346	95872812
525	1019638	95904131
526	1021728	95916501
527	1024080	95953266
528	1026275	95975181
529	1028610	96010111
530	1030845	96035580
531	1032929	96046948
532	1034831	96041301
533	1036946	96055407
534	1039013	96065008
535	1040996	96066911
536	1043076	96077609
537	1045267	96098582
538	1047221	96097625
539	1049114	96091137
540	1051267	96108431
541	1053440	96127398
542	1055494	96135560
543	1057848	96170865
544	1060038	96191242
545	1062384	96225569
546	1064446	96234127
547	1066649	96255380
548	1068594	96253345
549	1070306	96230273
550	1072339	96236133
551	1074594	96261871
552	1076907	96292658
553	1078826	96288217
554	1080753	96284436
555	1082749	96286824
556	1084765	96290908
557	1086792	96296033
558	1089024	96319225
559	1090940	96314460
560	1092912	96314637
561	1095062	96330468
562	1097250	96349474
563	1099454	96369906
564	1101663	96390712
565	1103698	96396159
566	1105925	96418377
567	1107974	96425000
568	1109933	96423771
569	1112167	96446378
570	1114245	96455384
571	1116029	96439034
572	1118243	96459713
573	1120370	96472921
574	1122119	96453484
575	1124050	96449779
576	1126097	96455968
577	1128385	96482777
578	1130595	96502872
579	1132555	96501556
580	1134539	96502270
581	1136476	96498949
582	1138541	96506503
583	1140578	96511664
584	1142563	96512406
585	1144661	96522667
586	1146899	96544693
587	1149142	96567069
588	1151361	96587327
589	1153445	96596179
590	1155243	96581104
591	1157325	96589740
592	1159134	96575656
593	1161129	96577039
594	1163015	96569356
595	1165109	96578989
596	1167218	96589785
597	1169328	96600573
598	1171518	96617971
599	1173772	96640625
600	1175812	96645492
601	1177960	96659270
602	1180243	96684023
603	1182090	96673085
604	1184299	96691675
605	1186352	96697516
606	1188297	96694508
607	1190411	96705252
608	1192690	96729393
609	1194795	96739282
610	1196663	96729996
611	1198923	96752375
612	1201016	96761143
613	1202962	96758156
614	1205139	96773659
615	1207507	96804447
616	1209510	96805922
617	1211297	96790119
618	1213285	96790428
619	1215475	96806744
620	1217657	96822403
621	1220046	96854433
622	1222370	96881209
623	1224616	96901737
624	1226785	96916077
625	1229003	96934193
626	1231046	96938561
627	1233056	96940234
628	1235314	96961354
629	1237486	96975735
630	1239698	96993110
631	1241698	96993940
632	1243787	97001639
633	1245674	96993615
634	1247857	97008629
635	1249986	97019356
636	1252155	97033181
637	1254129	97031906
638	1256137	97033166
639	1258314	97047506
640	1260113	97032669
641	1262126	97034297
642	1264224	97042465
643	1266301	97049016
644	1268237	97044720
645	1270530	97067730
646	1272447	97061978
647	1274668	97079400
648	1276730	97084610
649	1278691	97082217
650	1280837	97093809
651	1282843	97094688
652	1285074	97112632
653	1287407	97138218
654	1289490	97144923
655	1291645	97156948
656	1293856	97173168
657	1295891	97176071
658	1297885	97175962
659	1300189	97199017
660	1302578	97228306
661	1304687	97236677
662	1306568	97227975
663	1308173	97198894
664	1310120	97195173
665	1312193	97200819
666	1314127	97196155
667	1316108	97194983
668	1318308	97209969
669	1320146	97198282
670	1322326	97211700
671	1324609	97232657
672	1326505	97225191
673	1328524	97226733
674	1330810	97247747
675	1332955	97258398
676	1334899	97254405
677	1336900	97254595
678	1338696	97239820
679	1340595	97232580
680	1342815	97248615
681	1344850	97251206
682	1347047	97265517
683	1349050	97265764
684	1351240	97279464
685	1353420	97292406
686	1355304	97283999
687	1357375	97289119
688	1359426	97292715
689	1361658	97309237
690	1363793	97318790
691	1366172	97345683
692	1368311	97355429
693	1370222	97348961
694	1372382	97360196
695	1374372	97359306
696	1376166	97344551
697	1378193	97346283
698	1380379	97359238
699	1382212	97347284
700	1384311	97354032
701	1386419	97361383
702	1388665	97378453
703	1390653	97377381
704	1392607	97373874
705	1394694	97379670
706	1396678	97378333
707	1398555	97369479
708	1400708	97379863
709	1402660	97376222
710	1404565	97369379
711	1406506	97365027
712	1408778	97383551
713	1411043	97401522
714	1413409	97426386
715	1415421	97426871
716	1417161	97408593
717	1419056	97401056
718	1421062	97401094
719	1423285	97416015
720	1425285	97415598
721	1427176	97407778
722	1429131	97404334
723	1431381	97420898
724	1433492	97428089
725	1435848	97451780
726	1437997	97461438
727	1440443	97491085
728	1442615	97502174
729	1444689	97506646
730	1446878	97518797
731	1448966	97524165
732	1450997	97525643
733	1453038	97527815
734	1455072	97529448
735	1457159	97534642
736	1459111	97530781
737	1461065	97527138
738	1462952	97518915
739	1464748	97504734
740	1466826	97509322
741	1468981	97518970
742	1470972	97517724
743	1473269	97536761
744	1475610	97558622
745	1477690	97563245
746	1479606	97556952
747	1481691	97561854
748	1483689	97561025
749	1485839	97570096
750	1487886	97572454
751	1490142	97588451
752	1492116	97586005
753	1494253	97594181
754	1495845	97566765
755	1498082	97581420
756	1500070	97579899
757	1502040	97577151
758	1504125	97581867
759	1506281	97591181
760	1508620	97612274
761	1510633	97612304
762	1512828	97624061
763	1515052	97637621
764	1517165	97643967
765	1519252	97648658
766	1521190	97643793
767	1523175	97641926
768	1525459	97659169
769	1527460	97658302
770	1529676	97671109
771	1531690	97671059
772	1533748	97673759
773	1536070	97693280
774	1538008	97688370
775	1540204	97699779
776	1542289	97704123
777	1544266	97701677
778	1546371	97707281
779	1548275	97700148
780	1550420	97708267
781	1552330	97701531
782	1554256	97695849
783	1556515	97711052
784	1558676	97720077
785	1560671	97718660
786	1562625	97714711
787	1564920	97732044
788	1567506	97767515
789	1569660	97775918
790	1571544	97767530
791	1573645	97772661
792	1575866	97785180
793	1577940	97788619
794	1579942	97787487
795	1582192	97801751
796	1584411	97814022
797	1586487	97817476
798	1588854	97838820
799	1590803	97834415
800	1592841	97835461
801	1594778	97830316
802	1597000	97842645
803	1599084	97846490
804	1601212	97852977
805	1603319	97858193
806	1605512	97868624
807	1607610	97873240
808	1609763	97881194
809	1612095	97899946
810	1614318	97912090
811	1616325	97911124
812	1618374	97912645
813	1620459	97916350
814	1622321	97906629
815	1624501	97916054
816	1626750	97929584
817	1628843	97933713
818	1630718	97924728
819	1632741	97924647
820	1634875	97931252
821	1636816	97926239
822	1638740	97920231
823	1640858	97925788
824	1643061	97936418
825	1644951	97928382
826	1647235	97943787
827	1649212	97940898
828	1651332	97946498
829	1653354	97946333
830	1655565	97957276
831	1657764	97967499
832	1659766	97966045
833	1662006	97978643
834	1664120	97983842
835	1666088	97980358
836	1668003	97973800
837	1670255	97986982
838	1672483	97998772
839	1674879	98020336
840	1677010	98026332
841	1679006	98024474
842	1680987	98021690
843	1682617	97998532
844	1684619	97997011
845	1686710	98000691
846	1689068	98019843
847	1691159	98023462
848	1693372	98034117
849	1695350	98031171
850	1697308	98027023
851	1699518	98037510
852	1701780	98050883
853	1703928	98057714
854	1705815	98049458
855	1708071	98062449
856	1710238	98070294
857	1712311	98072750
858	1713924	98048835
859	1715964	98049430
860	1717856	98041501
861	1719924	98043670
862	1722149	98054755
863	1724349	98064381
864	1726502	98071336
865	1728504	98069698
866	1730922	98091616
867	1732970	98092521
868	1735059	98095761
869	1737354	98110596
870	1739400	98111375
871	1741607	98121189
872	1743643	98121364
873	1745875	98132596
874	1747848	98129185
875	1749999	98135830
876	1752073	98138070
877	1754086	98136921
878	1756289	98146402
879	1758456	98153869
880	1760496	98154188
881	1762598	98157962
882	1764623	98157449
883	1767029	98178059
884	1769086	98179291
885	1771250	98186454
886	1773043	98173041
887	1775104	98174478
888	1777209	98178312
889	1779394	98186563
890	1781537	98192533
891	1783775	98203657
892	1785910	98209098
893	1788138	98219622
894	1790222	98222213
895	1792150	98216224
896	1794213	98217702
897	1796365	98224000
898	1798548	98231962
899	1800519	98228361
900	1802653	98233606
901	1804936	98246997
902	1807018	98249388
903	1809097	98251600
904	1811272	98259041
905	1813257	98256142
906	1815463	98265223
907	1817371	98258129
908	1819495	98262764
909	1821499	98260915
910	1823660	98267458
911	1825508	98257217
912	1827479	98253525
913	1829640	98260081
914	1831706	98261524
915	1833767	98262726
916	1835771	98260830
917	1837894	98265274
918	1839886	98262772
919	1841741	98252891
920	1844075	98268600
921	1846013	98263183
922	1848147	98268195
923	1850262	98272150
924	1852523	98283883
925	1854661	98289047
926	1856703	98289099
927	1858805	98292363
928	1860689	98284059
929	1862729	98284001
930	1864737	98282293
931	1866797	98283257
932	1869153	98299843
933	1870727	98275263
934	1872919	98283223
935	1875174	98294381
936	1877323	98300031
937	1879344	98298953
938	1881620	98311162
939	1883605	98308160
940	1885614	98306433
941	1887708	98309114
942	1889652	98304027
943	1891030	98269484
944	1893055	98268605
945	1894801	98253260
946	1896725	98247200
947	1898938	98256052
948	1901006	98257403
949	1901984	98202467
950	1903932	98197655
951	1905872	98192478
952	1907987	98196285
953	1909939	98191696
954	1911931	98189195
955	1913854	98183136
956	1915726	98174469
957	1917763	98174271
958	1919992	98183886
959	1922108	98187730
960	1924146	98187523
961	1926021	98179046
962	1928192	98185626
963	1930498	98199106
964	1932615	98202882
965	1934815	98210922
966	1936985	98217360
967	1939202	98226227
968	1941105	98219127
969	1943007	98212029
970	1944594	98189006
971	1946535	98183900
972	1948642	98187164
973	1950707	98188301
974	1952525	98176981
975	1954595	98178374
976	1956766	98184811
977	1959009	98194860
978	1960962	98190344
979	1962960	98188061
980	1965089	98192372
981	1966986	98185079
982	1968968	98182000
983	1971033	98183116
984	1972401	98149499
985	1974236	98139196
986	1976208	98135648
987	1978462	98146149
988	1980488	98145329
989	1982693	98153360
990	1984726	98152837
991	1986866	98157630
992	1989014	98162778
993	1991246	98172079
994	1993418	98178347
995	1995811	98195548
996	1998130	98209034
997	2000036	98202183
998	2002215	98208752
999	2004200	98205820
1000	2006391	98212967
1001	2008401	98211251
1002	2010358	98206927
1003	2012501	98211671
1004	2014457	98207289
1005	2016606	98212333
1006	2018868	98222854
1007	2020846	98219546
1008	2023049	98227168
1009	2025286	98236419
1010	2027297	98234709
1011	2029496	98242046
1012	2031553	98242541
1013	2033621	98243567
1014	2035480	98234476
1015	2037685	98242099
1016	2039780	98244431
1017	2041985	98251989
1018	2044077	98254140
1019	2046103	98253095
1020	2048417	98265848
1021	2050352	98260421
1022	2052189	98250312
1023	2054583	98266900
1024	2056624	98266506
1025	2058489	98257781
1026	2060276	98245275
1027	2062289	98243600
1028	2064391	98246188
1029	2066343	98241604
1030	2068557	98249474
1031	2070880	98262464
1032	2073108	98270983
1033	2075370	98281052
1034	2077660	98292432
1035	2079708	98292324
1036	2081826	98295516
1037	2083843	98293976
1038	2086111	98304230
1039	2088405	98315702
1040	2090550	98320154
1041	2092739	98326620
1042	2094599	98317649
1043	2096800	98324666
1044	2098605	98313148
1045	2100853	98322340
1046	2102903	98322294
1047	2104978	98323384
1048	2107127	98327941
1049	2109061	98322438
1050	2111262	98329375
1051	2113511	98338576
1052	2115697	98344779
1053	2117959	98354503
1054	2119923	98350380
1055	2122020	98352431
1056	2124099	98353635
1057	2126230	98357241
1058	2128259	98356117
1059	2130404	98360358
1060	2132268	98351624
1061	2134578	98363461
1062	2136648	98364215
1063	2138676	98363048
1064	2140596	98356899
1065	2142563	98352931
1066	2144622	98353170
1067	2146862	98361701
1068	2148883	98360162
1069	2151090	98367151
1070	2153014	98361203
1071	2155141	98364528
1072	2157349	98371506
1073	2159279	98365816
1074	2161410	98369332
1075	2163708	98380380
1076	2166087	98395076
1077	2168116	98393868
1078	2170202	98395245
1079	2172300	98397177
1080	2174415	98399859
1081	2176677	98409154
1082	2178491	98398202
1083	2180515	98396776
1084	2182687	98401976
1085	2184561	98393753
1086	2186475	98387378
1087	2188385	98380799
1088	2190407	98379273
1089	2192722	98390875
1090	2194699	98387291
1091	2196928	98395042
1092	2198996	98395547
1093	2200918	98389503
1094	2202927	98387379
1095	2205171	98395716
1096	2207173	98393261
1097	2209351	98398636
1098	2211381	98397400
1099	2213708	98409420
1100	2215845	98412910
1101	2217839	98410077
1102	2219886	98409593
1103	2222138	98418189
1104	2224203	98418490
1105	2226057	98409461
1106	2228183	98412441
1107	2230127	98407404
1108	2232071	98402344
1109	2233971	98395383
1110	2236038	98395747
1111	2238130	98397231
1112	2239984	98388228
1113	2241927	98383197
1114	2244136	98389806
1115	2246231	98391375
1116	2248310	98392250
1117	2250541	98399780
1118	2252682	98403382
1119	2254790	98405496
1120	2256456	98388358
1121	2258534	98389170
1122	2260527	98386267
1123	2262452	98380444
1124	2264700	98388648
1125	2266637	98383357
1126	2268663	98381904
1127	2270695	98380706
1128	2272935	98388516
1129	2275112	98393563
1130	2277441	98405190
1131	2279696	98413618
1132	2281729	98412437
1133	2284008	98421833
1134	2285779	98409364
1135	2287673	98402174
1136	2289883	98408583
1137	2292023	98412016
1138	2294290	98420835
1139	2296363	98421320
1140	2298459	98422821
1141	2300514	98422528
1142	2302668	98426483
1143	2304842	98431290
1144	2306873	98429948
1145	2309233	98442667
1146	2310908	98426182
1147	2312888	98422679
1148	2314931	98421857
1149	2317102	98426470
1150	2319041	98421249
1151	2321197	98425236
1152	2323312	98427444
1153	2325472	98431575
1154	2327632	98435663
1155	2330017	98449307
1156	2332248	98456344
1157	2334266	98454441
1158	2336429	98458624
1159	2338502	98459024
1160	2340696	98464507
1161	2342988	98474075
1162	2345031	98473168
1163	2347165	98476078
1164	2349261	98477429
1165	2351221	98473044
1166	2353516	98482648
1167	2355404	98475274
1168	2357542	98478324
1169	2359528	98475028
1170	2361571	98474086
1171	2363503	98468546
1172	2365449	98463586
1173	2367720	98472171
1174	2369894	98476699
1175	2372029	98479559
1176	2373800	98467336
1177	2375771	98463430
1178	2377961	98468584
1179	2379920	98464169
1180	2381992	98464446
1181	2384050	98464117
1182	2386090	98463026
1183	2388146	98462620
1184	2390176	98461147
1185	2392247	98461348
1186	2394498	98468954
1187	2396492	98465981
1188	2398612	98468191
1189	2400684	98468402
1190	2402929	98475709
1191	2404849	98469730
1192	2407174	98480293
1193	2409403	98486883
1194	2411465	98486672
1195	2413601	98489487
1196	2415802	98494920
1197	2417752	98490129
1198	2419901	98493407
1199	2421945	98492451
1200	2424183	98499349
1201	2426252	98499380
1202	2428511	98507109
1203	2430773	98514956
1204	2433033	98522726
1205	2434937	98516046
1206	2437140	98521458
1207	2439148	98518966
1208	2441276	98521363
1209	2443322	98520411
1210	2445487	98524249
1211	2447446	98519808
1212	2449136	98504550
1213	2451380	98511558
1214	2453188	98501085
1215	2455034	98492127
1216	2456805	98480134
1217	2458927	98482262
1218	2460583	98465709
1219	2462925	98476661
1220	2464836	98470323
1221	2466486	98453586
1222	2468462	98449882
1223	2470686	98456039
1224	2472682	98453135
1225	2474611	98447572
1226	2476789	98451894
1227	2478738	98447095
1228	2480855	98449005
1229	2482820	98444856
1230	2484786	98440741
1231	2486886	98441931
1232	2488927	98440802
1233	2491265	98451417
1234	2493420	98454771
1235	2495597	98458997
1236	2497870	98466975
1237	2500220	98477991
1238	2502365	98480924
1239	2504715	98491866
1240	2506567	98483273
1241	2508681	98484926
1242	2510975	98493651
1243	2513083	98495091
1244	2515310	98501165
1245	2517538	98507267
1246	2519590	98506509
1247	2521475	98499159
1248	2523485	98496734
1249	2525672	98501232
1250	2527493	98491450
1251	2529577	98491885
1252	2531553	98488154
1253	2533359	98477778
1254	2535552	98482478
1255	2537719	98486145
1256	2540033	98495489
1257	2542057	98493596
1258	2544400	98504083
1259	2546426	98502256
1260	2548407	98498669
1261	2550593	98503022
1262	2552839	98509691
1263	2554711	98501902
1264	2556881	98505631
1265	2558527	98489157
1266	2560663	98491549
1267	2562579	98485497
1268	2564536	98481014
1269	2566638	98482106
1270	2568702	98481743
1271	2570966	98489024
1272	2572695	98475820
1273	2574990	98484277
1274	2577107	98485948
1275	2579246	98488396
1276	2581257	98485979
1277	2583241	98482563
1278	2585159	98476599
1279	2587357	98481295
1280	2589417	98480740
1281	2591495	98480878
1282	2593685	98485268
1283	2595809	98487106
1284	2598040	98493029
1285	2600131	98493632
1286	2602238	98494832
1287	2604563	98504280
1288	2606888	98513677
1289	2608843	98509131
1290	2610875	98507470
1291	2612910	98505919
1292	2614895	98502493
1293	2617177	98510223
1294	2619257	98510366
1295	2621299	98509075
1296	2623587	98517018
1297	2625786	98521631
1298	2628001	98526794
1299	2630250	98533219
1300	2632423	98536800
1301	2634561	98539057
1302	2636803	98545232
1303	2638832	98543407
1304	2641114	98551018
1305	2642548	98527012
1306	2644730	98530886
1307	2646615	98523701
1308	2648799	98527644
1309	2650661	98519609
1310	2652559	98512958
1311	2654698	98515206
1312	2656684	98511815
1313	2658728	98510537
1314	2660710	98506980
1315	2662844	98509049
1316	2664939	98509694
1317	2667202	98516492
1318	2669221	98514304
1319	2670989	98502845
1320	2673033	98501572
1321	2675010	98497835
1322	2676951	98492800
1323	2679251	98500924
1324	2681065	98491233
1325	2683244	98494913
1326	2685565	98503785
1327	2687663	98504494
1328	2689715	98503485
1329	2691899	98507326
1330	2693866	98503238
1331	2696051	98507075
1332	2698499	98520543
1333	2700686	98524437
1334	2702841	98527172
1335	2704796	98522628
1336	2707106	98530964
1337	2709355	98537123
1338	2711497	98539327
1339	2713587	98539661
1340	2715601	98537261
1341	2717874	98544210
1342	2720129	98550499
1343	2722344	98555355
1344	2724494	98557832
1345	2726540	98556533
1346	2728842	98564484
1347	2730838	98561402
1348	2733095	98567686
1349	2735287	98571662
1350	2737208	98565845
1351	2738967	98554210
1352	2741056	98554460
1353	2743243	98558206
1354	2745184	98553145
1355	2747203	98550856
1356	2749440	98556408
1357	2751508	98555857
1358	2753581	98555539
1359	2755830	98561460
1360	2757820	98558151
1361	2760024	98562477
1362	2762247	98567460
1363	2764396	98569785
1364	2766535	98571752
1365	2768728	98575655
1366	2770848	98576955
1367	2772958	98577858
1368	2775194	98583263
1369	2777450	98589365
1370	2779457	98586612
1371	2781343	98579579
1372	2782992	98564132
1373	2785250	98570310
1374	2787292	98568801
1375	2789368	98568487
1376	2791669	98576124
1377	2793541	98568625
1378	2795572	98566741
1379	2797516	98561779
1380	2799456	98556687
1381	2801515	98555786
1382	2803642	98557265
1383	2805535	98550510
1384	2807497	98546215
1385	2809510	98543679
1386	2811613	98544303
1387	2813873	98550440
1388	2815925	98549275
1389	2817846	98543526
1390	2819919	98543113
1391	2821510	98525843
1392	2823435	98520250
1393	2825266	98511403
1394	2827062	98501349
1395	2828918	98493383
1396	2831152	98498579
1397	2833288	98500332
1398	2835120	98491570
1399	2837186	98490896
1400	2839347	98493555
1401	2841532	98497009
1402	2843795	98503172
1403	2845730	98497949
1404	2847816	98497967
1405	2849964	98500114
1406	2851931	98496009
